ŽžŠÔ,‰ñ“]‚P,‰ñ“]‚Q,‰ñ“]‚R
2022-01-07 15:08:07.658112,32.59235,33.21925,0.0
2022-01-07 15:26:07.321249,40.17326,40.4925,0.0
2022-01-07 15:26:07.321249,39.86384,39.77075,0.0
2022-01-07 15:26:07.321249,38.93556,39.77075,0.0
2022-01-07 15:26:07.321249,39.193,40.4925,0.0
2022-01-07 15:26:07.321249,40.58542,40.08025,0.0
2022-01-07 15:26:07.321249,39.96657,39.564,0.0
2022-01-07 15:26:07.321249,40.07053,40.4925,0.0
2022-01-07 15:26:07.321249,39.24499,40.235,0.0
2022-01-07 15:26:07.321249,39.14226,39.2545,0.0
2022-01-07 15:26:07.321249,39.34772,39.97625,0.0
2022-01-07 15:26:07.321249,39.76111,41.0595,0.0
2022-01-07 15:26:07.321249,39.50243,40.02825,0.0
2022-01-07 15:26:07.321249,39.55441,39.3065,0.0
2022-01-07 15:26:07.321249,39.34772,39.8735,0.0
2022-01-07 15:26:07.321249,38.83283,41.1115,0.0
2022-01-07 15:26:07.321249,40.4307,40.4405,0.0
2022-01-07 15:26:07.321249,39.91582,38.945,0.0
2022-01-07 15:26:07.321249,39.45168,40.4925,0.0
2022-01-07 15:26:07.321249,38.98755,40.69925,0.0
2022-01-07 15:26:07.321249,40.4307,39.8735,0.0
2022-01-07 15:26:07.321249,39.96657,38.893,0.0
2022-01-07 15:26:07.321249,39.29697,40.854,0.0
2022-01-07 15:26:07.321249,39.09027,40.64725,0.0
2022-01-07 15:26:07.321249,39.50243,39.616,0.0
2022-01-07 15:26:07.321249,39.50243,39.9255,0.0
2022-01-07 15:26:07.321249,39.03829,40.854,0.0
2022-01-07 15:26:07.321249,40.01855,40.183,0.0
2022-01-07 15:26:07.321249,39.3997,39.46125,0.0
2022-01-07 15:26:07.321249,39.34772,40.854,0.0
2022-01-07 15:26:07.321249,40.12128,40.235,0.0
2022-01-07 15:26:07.321249,39.81185,39.71875,0.0
2022-01-07 15:26:07.321249,39.34772,39.3065,0.0
2022-01-07 15:26:07.321249,39.45168,40.5445,0.0
2022-01-07 15:26:07.321249,40.07053,40.802,0.0
2022-01-07 15:26:07.321249,39.86384,39.616,0.0
2022-01-07 15:26:07.321249,39.70912,39.40925,0.0
2022-01-07 15:26:07.321249,39.24499,40.802,0.0
2022-01-07 15:26:07.321249,40.37996,40.59525,0.0
2022-01-07 15:26:07.321249,40.32797,39.616,0.0
2022-01-07 15:26:07.321249,39.50243,39.09975,0.0
2022-01-07 15:26:07.321249,39.14226,40.854,0.0
2022-01-07 15:26:07.321249,39.81185,40.131,0.0
2022-01-07 15:26:07.321249,39.34772,40.75,0.0
2022-01-07 15:26:07.321249,39.29697,39.8735,0.0
2022-01-07 15:26:07.321249,40.37996,40.02825,0.0
2022-01-07 15:26:07.321249,38.72887,40.183,0.0
2022-01-07 15:26:07.321249,40.32797,40.08025,0.0
2022-01-07 15:26:07.321249,39.14226,40.183,0.0
2022-01-07 15:26:07.321249,39.96657,39.46125,0.0
2022-01-07 15:26:07.321249,39.3997,40.64725,0.0
2022-01-07 15:26:07.321249,38.88358,40.08025,0.0
2022-01-07 15:26:07.321249,40.32797,39.8215,0.0
2022-01-07 15:26:07.321249,38.93556,40.69925,0.0
2022-01-07 15:26:07.321249,39.86384,39.40925,0.0
2022-01-07 15:26:07.321249,39.50243,40.64725,0.0
2022-01-07 15:26:07.321249,39.91582,39.616,0.0
2022-01-07 15:26:07.321249,40.01855,40.183,0.0
2022-01-07 15:26:07.321249,38.41944,40.02825,0.0
2022-01-07 15:26:07.321249,40.99881,39.66675,0.0
2022-01-07 15:26:07.321249,38.88358,40.75,0.0
2022-01-07 15:26:07.321249,39.45168,39.40925,0.0
2022-01-07 15:26:07.321249,40.01855,40.854,0.0
