ŽžŠÔ,‰ñ“]‚P,‰ñ“]‚Q,‰ñ“]‚R
2022-01-07 13:20:26.521569,0.0,0.0,0.0
2022-01-07 13:20:27.010988,0.0,0.0,0.0
2022-01-07 13:20:27.531837,0.0,0.0,0.0
2022-01-07 13:20:28.010981,0.0,0.0,0.0
2022-01-07 13:20:28.515955,0.0,0.0,0.0
2022-01-07 13:20:29.011161,0.0,0.0,0.0
2022-01-07 13:20:29.517514,0.0,0.0,0.0
2022-01-07 13:20:30.022531,0.0,0.0,0.0
2022-01-07 13:20:30.509689,0.0,0.0,0.0
2022-01-07 13:20:31.011536,0.0,0.0,0.0
2022-01-07 13:20:31.510082,0.0,0.0,0.0
2022-01-07 13:20:32.011865,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.05074,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
2022-01-07 13:20:58.641326,0.0,0.0,0.0
