ŽžŠÔ,‰ñ“]‚P,‰ñ“]‚Q,‰ñ“]‚R
2022-01-07 16:22:56.512806,83.7502,84.02925,86.5526
2022-01-07 16:22:57.019168,84.21434,84.54425,86.12093
2022-01-07 16:22:57.516340,84.11161,84.90575,86.12093
2022-01-07 16:22:58.015172,83.7502,84.02925,86.31697
2022-01-07 16:22:58.516857,84.1636,84.59625,86.31697
2022-01-07 16:22:59.026721,83.9569,84.23475,86.43479
2022-01-07 16:22:59.520229,84.73046,85.1125,86.43479
2022-01-07 16:23:00.522020,83.9569,84.33875,86.04176
2022-01-07 16:23:01.010782,83.7502,84.28675,86.19916
2022-01-07 16:23:01.508894,84.31831,84.751,86.19916
2022-01-07 16:23:02.013201,83.49276,84.02925,85.88531
2022-01-07 16:23:02.507632,83.90492,84.3895,85.88531
2022-01-07 16:23:03.033211,84.26632,84.3895,85.41406
2022-01-07 16:23:03.508638,84.00888,84.28675,85.41406
2022-01-07 16:23:04.020002,84.36905,84.699,85.88531
2022-01-07 16:23:04.513175,83.28607,83.92525,85.88531
2022-01-07 16:23:05.025171,84.11161,84.59625,85.88531
2022-01-07 16:23:05.516503,83.80219,84.59625,85.88531
2022-01-07 16:23:06.025645,84.00888,84.33875,86.04176
2022-01-07 16:23:06.519305,84.21434,84.3895,86.04176
2022-01-07 16:23:07.025493,84.21434,84.751,85.80614
2022-01-07 16:23:07.517763,83.80219,84.132,85.80614
2022-01-07 16:23:08.024056,83.7502,84.3895,85.29625
2022-01-07 16:23:08.518552,84.21434,84.699,85.29625
2022-01-07 16:23:09.023841,83.59549,84.184,86.51301
2022-01-07 16:23:09.517010,84.1636,84.54425,86.51301
2022-01-07 16:25:19.008162,84.36905,84.751,86.15958
2022-01-07 16:25:19.502736,83.64747,84.23475,86.15958
2022-01-07 16:25:20.030720,84.1636,84.59625,86.63083
2022-01-07 16:25:20.515082,83.7502,84.132,86.63083
2022-01-07 16:25:21.014677,84.31831,84.751,86.47437
2022-01-07 16:25:21.513778,83.90492,84.23475,86.47437
2022-01-07 16:25:22.007516,84.11161,84.4935,87.10208
2022-01-07 16:25:22.520649,84.11161,84.33875,87.10208
2022-01-07 16:25:23.016034,84.00888,84.64825,86.15958
2022-01-07 16:25:23.517086,84.52377,85.0085,86.15958
2022-01-07 16:25:24.015342,83.54475,84.132,86.43479
2022-01-07 16:25:24.513438,84.11161,84.4415,86.43479
2022-01-07 16:25:25.011043,83.80219,84.3895,85.37447
2022-01-07 16:25:25.509257,84.31831,84.803,85.37447
2022-01-07 16:25:26.020118,83.80219,84.28675,85.68833
2022-01-07 16:25:26.511168,83.90492,84.3895,85.68833
2022-01-07 16:25:27.013056,84.05963,84.4415,85.6101
2022-01-07 16:25:27.512280,83.90492,84.4415,85.6101
2022-01-07 16:25:28.011509,84.52377,84.85375,85.96354
2022-01-07 16:25:28.508926,83.44078,83.97725,85.96354
2022-01-07 16:25:29.008637,84.42104,84.64825,85.96354
2022-01-07 16:25:29.518678,84.05963,84.59625,85.96354
2022-01-07 16:25:30.015706,84.1636,84.85375,85.29625
2022-01-07 16:25:30.514107,83.69946,84.08,85.29625
2022-01-07 16:25:31.010624,84.1636,84.699,87.25947
2022-01-07 16:25:31.503657,84.21434,84.3895,87.25947
2022-01-07 16:25:32.031477,83.7502,84.3895,85.72791
2022-01-07 16:25:32.520081,84.11161,84.4935,85.72791
2022-01-07 16:25:33.032462,83.80219,84.184,85.41406
2022-01-07 16:25:33.519617,84.21434,84.699,85.41406
2022-01-07 16:25:34.017022,83.85417,84.33875,85.21708
2022-01-07 16:25:34.511526,84.1636,84.699,85.21708
2022-01-07 16:25:35.011676,83.9569,84.3895,85.49229
2022-01-07 16:25:35.509543,84.05963,84.59625,85.49229
2022-01-07 16:25:36.009447,84.36905,84.3895,84.90322
2022-01-07 16:25:36.508382,83.7502,84.4415,84.90322
2022-01-07 16:25:37.020444,83.90492,84.28675,86.04176
2022-01-07 16:25:37.520145,83.90492,84.3895,86.04176
2022-01-07 16:25:38.018553,83.9569,84.4935,86.04176
2022-01-07 16:25:38.519655,83.9569,84.4415,86.04176
2022-01-07 16:25:39.009769,84.11161,84.64825,86.63083
2022-01-07 16:25:39.513167,83.7502,84.23475,86.63083
2022-01-07 16:25:40.022794,83.90492,84.59625,85.92395
2022-01-07 16:25:40.512607,84.05963,84.3895,85.92395
2022-01-07 16:25:41.011109,83.9569,84.4935,85.80614
2022-01-07 16:25:41.513627,84.00888,84.4415,85.80614
2022-01-07 16:25:42.020037,84.36905,84.699,85.7675
2022-01-07 16:25:42.514521,83.54475,84.02925,85.7675
2022-01-07 16:25:43.011928,84.05963,84.54425,85.49229
2022-01-07 16:25:43.508630,84.05963,84.751,85.49229
2022-01-07 16:25:44.003922,83.90492,84.33875,85.92395
2022-01-07 16:25:44.504920,83.9569,84.59625,85.92395
2022-01-07 16:25:45.007947,83.90492,84.08,86.04176
2022-01-07 16:25:45.514817,84.42104,84.59625,86.04176
2022-01-07 16:25:46.015141,83.80219,84.4415,86.00312
2022-01-07 16:25:46.516982,83.85417,84.28675,86.00312
2022-01-07 16:25:47.025287,83.54475,84.28675,85.29625
2022-01-07 16:25:47.508088,84.26632,84.54425,85.29625
2022-01-07 16:25:48.014710,84.11161,84.59625,85.7675
2022-01-07 16:25:48.505427,84.1636,84.4415,85.7675
2022-01-07 16:25:49.026123,83.80219,84.184,85.88531
2022-01-07 16:25:49.512077,83.9569,84.132,85.88531
2022-01-07 16:25:50.019223,84.26632,84.90575,85.80614
2022-01-07 16:25:58.503710,84.00888,84.54425,85.4527
2022-01-07 16:25:59.006117,84.1636,84.4415,85.37447
2022-01-07 16:25:59.516473,84.1636,84.33875,85.37447
2022-01-07 16:26:00.043911,84.11161,84.64825,85.53187
2022-01-07 16:26:00.501663,84.1636,84.3895,85.53187
2022-01-07 16:26:01.019504,84.11161,84.59625,85.33489
2022-01-07 16:26:01.513275,83.85417,84.28675,85.33489
2022-01-07 16:26:02.009513,83.90492,84.28675,85.80614
2022-01-07 16:26:02.509375,84.00888,84.3895,85.80614
2022-01-07 16:26:03.036257,83.7502,84.23475,86.12093
2022-01-07 16:26:03.514035,83.90492,84.33875,86.12093
2022-01-07 16:26:04.017267,84.1636,84.59625,85.25666
2022-01-07 16:26:04.511426,84.26632,84.64825,85.25666
2022-01-07 16:26:05.009643,84.00888,84.132,85.92395
2022-01-07 16:26:05.519846,84.00888,84.64825,85.92395
2022-01-07 16:26:06.016973,83.59549,84.132,85.68833
2022-01-07 16:26:06.513124,84.00888,84.90575,85.68833
2022-01-07 16:26:07.005234,83.54475,83.8745,85.64968
2022-01-07 16:26:07.521243,84.05963,84.3895,85.64968
2022-01-07 16:26:08.017576,84.00888,84.54425,86.12093
2022-01-07 16:26:08.509444,83.85417,84.23475,86.12093
2022-01-07 16:26:09.037086,84.26632,84.751,85.49229
2022-01-07 16:26:09.511653,83.80219,84.08,85.49229
2022-01-07 16:26:10.019845,84.00888,84.59625,85.33489
2022-01-07 16:26:10.508317,83.80219,84.28675,85.33489
2022-01-07 16:26:11.059386,84.26632,84.59625,85.6101
2022-01-07 16:26:11.521931,83.80219,84.23475,85.6101
2022-01-07 16:26:12.019390,84.26632,84.54425,85.49229
2022-01-07 16:26:12.511212,83.64747,84.184,85.49229
2022-01-07 16:26:13.013065,84.31831,84.64825,85.88531
2022-01-07 16:26:13.511115,83.7502,84.23475,85.88531
2022-01-07 16:26:14.008853,84.05963,84.54425,86.43479
2022-01-07 16:26:14.522727,84.21434,84.4935,86.43479
2022-01-07 16:26:15.019041,83.90492,84.33875,85.57051
2022-01-07 16:26:15.521253,83.90492,84.184,85.57051
2022-01-07 16:26:16.018251,84.1636,84.751,85.84572
2022-01-07 16:26:16.513737,83.90492,84.28675,85.84572
2022-01-07 16:26:17.016814,83.9569,84.64825,85.53187
2022-01-07 16:26:17.510492,83.9569,84.3895,85.53187
2022-01-07 16:26:18.010088,83.49276,84.28675,86.04176
2022-01-07 16:26:18.510283,84.11161,84.3895,86.04176
2022-01-07 16:26:19.006815,84.1636,84.3895,85.96354
2022-01-07 16:26:19.520028,83.90492,84.33875,85.96354
2022-01-07 16:26:20.017068,84.31831,84.59625,85.80614
2022-01-07 16:26:20.513229,83.7502,84.4415,85.80614
2022-01-07 16:26:21.013269,84.31831,84.699,85.49229
2022-01-07 16:26:21.510352,83.44078,84.184,85.49229
2022-01-07 16:26:22.008258,84.36905,84.699,85.80614
2022-01-07 16:26:22.514138,83.64747,83.7705,85.80614
2022-01-07 16:26:23.025061,84.00888,84.803,85.41406
2022-01-07 16:26:23.520321,83.49276,83.92525,85.41406
2022-01-07 16:26:24.016920,84.11161,84.59625,85.7675
2022-01-07 16:26:24.514925,83.9569,84.3895,85.7675
2022-01-07 16:26:25.012349,84.1636,84.803,86.5526
2022-01-07 16:26:25.509498,84.00888,84.28675,86.5526
2022-01-07 16:26:26.040313,83.9569,84.132,85.41406
2022-01-07 16:26:26.519763,84.1636,84.699,85.41406
2022-01-07 16:26:27.018331,83.9569,84.4415,86.04176
2022-01-07 16:26:27.506063,84.00888,84.64825,86.04176
2022-01-07 16:26:28.009321,83.85417,84.4935,85.80614
2022-01-07 16:26:28.521948,83.69946,84.4415,85.80614
2022-01-07 16:26:29.015726,84.11161,84.4415,84.98145
2022-01-07 16:26:29.520891,84.73046,84.803,84.98145
2022-01-07 16:26:30.010706,83.85417,84.132,85.53187
2022-01-07 16:26:30.510918,84.11161,84.3895,85.53187
2022-01-07 16:26:31.015388,84.05963,84.699,86.08135
2022-01-07 16:26:31.504303,83.59549,83.92525,86.08135
2022-01-07 16:26:32.021913,83.90492,84.64825,84.78541
2022-01-07 16:26:32.516274,83.7502,84.3895,84.78541
2022-01-07 16:26:33.008398,83.85417,84.4935,86.71
2022-01-07 16:26:33.508843,84.36905,84.751,86.71
2022-01-07 16:26:34.010730,83.90492,84.184,86.23875
2022-01-07 16:26:34.501114,84.26632,84.64825,86.23875
2022-01-07 16:26:35.022656,84.05963,84.4935,85.80614
2022-01-07 16:26:35.509474,84.05963,84.59625,85.80614
2022-01-07 16:26:36.013246,84.05963,84.184,86.43479
2022-01-07 16:26:36.509744,83.85417,84.64825,86.43479
2022-01-07 16:26:37.006001,83.7502,84.23475,85.72791
2022-01-07 16:26:37.516397,84.57575,84.803,85.72791
2022-01-07 16:26:38.013120,83.90492,84.23475,85.29625
2022-01-07 16:26:38.509443,84.42104,84.803,85.29625
2022-01-07 16:26:39.013594,83.90492,84.64825,85.64968
2022-01-07 16:26:39.506014,83.54475,83.97725,85.64968
2022-01-07 16:26:40.010547,84.26632,84.803,85.53187
2022-01-07 16:26:40.510428,84.05963,84.54425,85.53187
2022-01-07 16:26:41.008847,83.85417,84.3895,86.15958
2022-01-07 16:26:41.506917,84.31831,84.64825,86.15958
2022-01-07 16:26:42.015209,83.85417,84.184,85.49229
2022-01-07 16:26:42.519955,83.9569,84.33875,85.49229
2022-01-07 16:26:43.005010,84.1636,84.59625,85.53187
2022-01-07 16:26:43.507947,83.85417,84.4935,85.53187
2022-01-07 16:26:44.030476,83.64747,84.08,85.53187
2022-01-07 16:26:44.509037,84.21434,84.33875,85.53187
2022-01-07 16:26:45.022366,84.36905,84.803,85.64968
2022-01-07 16:26:45.516892,84.00888,84.4935,85.64968
2022-01-07 16:26:46.026425,84.11161,84.699,85.33489
2022-01-07 16:26:46.520502,84.05963,84.33875,85.33489
2022-01-07 16:26:47.030418,83.90492,84.3895,85.92395
2022-01-07 16:26:47.511124,84.1636,84.699,85.92395
2022-01-07 16:26:48.014733,83.33805,84.28675,85.88531
2022-01-07 16:26:48.508244,84.05963,84.28675,85.88531
2022-01-07 16:26:49.016747,83.90492,84.08,86.08135
2022-01-07 16:26:49.509273,84.62773,85.0605,86.08135
2022-01-07 16:26:50.020779,84.05963,84.4935,85.49229
2022-01-07 16:26:50.505943,83.49276,84.02925,85.49229
2022-01-07 16:26:51.021757,84.21434,84.64825,85.29625
2022-01-07 16:26:51.521310,83.7502,84.3895,85.29625
2022-01-07 16:26:52.011785,84.05963,84.64825,86.43479
2022-01-07 16:26:52.515280,83.85417,84.23475,86.43479
2022-01-07 16:26:53.013530,84.05963,84.4935,85.84572
2022-01-07 16:26:53.514210,83.90492,84.23475,85.84572
2022-01-07 16:26:54.007238,84.21434,84.85375,85.21708
2022-01-07 16:26:54.507320,83.49276,83.8745,85.21708
2022-01-07 16:26:55.016205,83.90492,84.54425,86.19916
2022-01-07 16:26:55.518317,84.00888,84.28675,86.19916
2022-01-07 16:26:56.016968,84.52377,84.85375,85.53187
2022-01-07 16:26:56.513409,83.80219,84.3895,85.53187
2022-01-07 16:26:57.010446,84.11161,84.33875,84.94281
2022-01-07 16:26:57.503840,83.90492,84.28675,84.94281
2022-01-07 16:26:58.008804,84.00888,84.33875,86.31697
2022-01-07 16:26:58.510048,84.26632,84.85375,86.31697
2022-01-07 16:26:59.008592,84.05963,84.54425,86.35656
2022-01-07 16:26:59.522271,84.11161,84.184,86.35656
2022-01-07 16:27:00.027754,83.90492,84.33875,84.78541
2022-01-07 16:27:00.517121,84.31831,84.64825,84.78541
2022-01-07 16:27:01.030642,83.80219,84.28675,86.31697
2022-01-07 16:27:01.512802,83.85417,84.33875,86.31697
2022-01-07 16:27:02.021993,83.80219,84.4415,85.68833
2022-01-07 16:27:02.518250,83.90492,84.4415,85.68833
2022-01-07 16:27:03.016091,84.42104,84.699,85.92395
2022-01-07 16:27:03.507924,83.7502,84.132,85.92395
2022-01-07 16:32:41.514276,84.36905,84.803,86.19916
2022-01-07 16:32:42.012231,83.90492,84.33875,85.72791
2022-01-07 16:32:42.511506,83.90492,84.28675,85.72791
2022-01-07 16:32:43.003986,84.47302,84.3895,86.27739
2022-01-07 16:32:43.509523,83.90492,84.59625,86.27739
2022-01-07 16:32:44.016531,83.85417,84.28675,85.80614
2022-01-07 16:32:44.521671,83.7502,84.28675,85.80614
2022-01-07 16:32:45.020141,84.21434,84.33875,85.7675
2022-01-07 16:32:45.519947,84.11161,84.54425,85.7675
2022-01-07 16:32:46.013047,84.42104,84.64825,85.64968
2022-01-07 16:32:46.516445,83.90492,84.28675,85.64968
2022-01-07 16:32:47.022204,83.85417,84.3895,85.37447
2022-01-07 16:32:47.512824,84.00888,84.4415,85.37447
2022-01-07 16:32:48.015050,83.69946,84.184,85.6101
2022-01-07 16:32:48.512130,84.36905,84.95775,85.6101
2022-01-07 16:32:49.006780,83.39003,84.132,85.37447
2022-01-07 16:32:49.509331,84.31831,84.699,85.37447
2022-01-07 16:32:50.020864,83.9569,84.28675,86.3952
2022-01-07 16:32:50.514418,84.26632,84.803,86.3952
2022-01-07 16:32:51.007378,83.85417,84.23475,85.53187
2022-01-07 16:32:51.511769,83.9569,84.54425,85.53187
2022-01-07 16:32:52.008411,83.90492,84.28675,85.92395
2022-01-07 16:32:52.504366,83.90492,84.59625,85.92395
2022-01-07 16:32:53.002341,84.1636,84.64825,86.63083
2022-01-07 16:32:53.522367,84.31831,84.751,86.63083
2022-01-07 16:32:54.021436,83.9569,84.23475,85.84572
2022-01-07 16:32:54.517993,84.11161,84.3895,85.84572
2022-01-07 16:32:55.026789,83.69946,84.23475,85.68833
2022-01-07 16:32:55.518122,84.21434,84.751,85.68833
2022-01-07 16:32:56.015298,83.64747,84.184,85.80614
2022-01-07 16:32:56.507860,84.05963,84.4415,85.80614
2022-01-07 16:32:57.012620,84.05963,84.54425,85.53187
2022-01-07 16:32:57.513922,84.11161,84.64825,85.53187
2022-01-07 16:32:58.010246,84.05963,84.184,85.7675
2022-01-07 16:32:58.510152,84.1636,84.54425,85.7675
2022-01-07 16:32:59.008809,83.85417,84.23475,85.29625
2022-01-07 16:32:59.501208,84.26632,84.803,85.29625
2022-01-07 16:33:00.017093,84.1636,84.751,85.6101
2022-01-07 16:33:00.513896,83.44078,84.132,85.6101
2022-01-07 16:33:01.026571,84.31831,84.751,86.47437
2022-01-07 16:33:01.516702,84.00888,84.3895,86.47437
2022-01-07 16:33:02.014588,84.05963,84.54425,86.31697
2022-01-07 16:33:02.510479,84.47302,84.64825,86.31697
2022-01-07 16:36:28.510809,84.26632,84.64825,86.00312
2022-01-07 16:36:29.010661,83.9569,84.184,85.25666
2022-01-07 16:36:29.511050,84.21434,84.85375,85.25666
2022-01-07 16:36:30.022953,83.85417,84.3895,85.72791
2022-01-07 16:36:30.515715,83.54475,84.23475,85.72791
2022-01-07 16:36:31.023258,84.31831,84.699,85.25666
2022-01-07 16:36:31.508858,84.26632,84.4415,85.25666
2022-01-07 16:36:32.011750,84.1636,84.64825,86.15958
2022-01-07 16:36:32.510546,83.90492,84.23475,86.15958
2022-01-07 16:36:33.008511,83.9569,84.184,85.7675
2022-01-07 16:36:33.509768,83.9569,84.4935,85.7675
2022-01-07 16:36:34.007166,83.69946,84.3895,85.49229
2022-01-07 16:36:34.517095,83.90492,84.33875,85.49229
2022-01-07 16:36:35.021058,83.9569,84.33875,85.72791
2022-01-07 16:36:35.515328,84.00888,84.4415,85.72791
2022-01-07 16:36:36.011782,84.11161,84.4415,85.84572
2022-01-07 16:36:36.509636,84.00888,84.33875,85.84572
2022-01-07 16:36:37.029871,84.05963,84.59625,86.15958
2022-01-07 16:36:37.520416,83.54475,83.97725,86.15958
2022-01-07 16:36:38.011026,83.9569,84.59625,85.49229
2022-01-07 16:36:38.511499,83.80219,84.184,85.49229
