éûä‘,é÷çsó ÇP,é÷çsó ÇQ,é÷çsó ÇR,ó¨ó ÇP,ó¨ó ÇQ,ó¨ó ÇR
2022-01-07 17:17:30.009145,171,233,262,35.57,0.0,0.0
2022-01-07 17:17:31.009064,175,233,263,35.62,0.0,0.0
2022-01-07 17:17:32.031033,172,234,265,35.48,0.0,0.0
2022-01-07 17:17:33.028552,173,235,261,35.52,0.0,0.0
2022-01-07 17:17:34.020162,174,234,263,35.43,0.0,0.0
2022-01-07 17:17:35.009021,173,230,262,35.52,0.0,0.0
2022-01-07 17:17:36.009255,172,233,261,35.48,0.0,0.0
2022-01-07 17:17:37.026237,172,228,261,35.52,0.0,0.0
2022-01-07 17:17:38.013810,172,230,263,35.51,0.0,0.0
2022-01-07 17:17:39.002758,174,228,260,35.46,0.0,0.0
2022-01-07 17:17:40.008670,172,231,264,35.43,0.0,0.0
2022-01-07 17:17:41.010204,171,231,268,35.35,0.0,0.0
2022-01-07 17:17:42.028917,173,235,266,35.37,0.0,0.0
2022-01-07 17:17:43.015789,171,237,263,35.34,0.0,0.0
2022-01-07 17:17:44.009339,170,233,262,35.32,0.0,0.0
2022-01-07 17:17:45.008266,171,233,262,35.43,0.0,0.0
2022-01-07 17:17:46.026872,171,233,264,35.41,0.0,0.0
2022-01-07 17:17:47.011231,170,233,260,35.57,0.0,0.0
2022-01-07 17:17:48.013464,171,236,256,35.45,0.0,0.0
2022-01-07 17:17:49.003696,170,235,262,35.38,0.0,0.0
2022-01-07 17:17:50.018390,171,233,261,35.46,0.0,0.0
2022-01-07 17:17:51.008086,173,234,264,35.51,0.0,0.0
2022-01-07 17:17:52.030398,176,229,264,35.4,0.0,0.0
2022-01-07 17:17:53.013837,174,229,263,35.45,0.0,0.0
2022-01-07 17:17:54.009883,172,229,263,35.35,0.0,0.0
2022-01-07 17:17:55.027248,171,234,263,35.4,0.0,0.0
2022-01-07 17:17:56.007242,173,232,265,35.38,0.0,0.0
2022-01-07 17:17:57.009619,172,236,263,35.41,0.0,0.0
2022-01-07 17:17:58.013128,172,234,263,35.35,0.0,0.0
2022-01-07 17:17:59.009834,170,234,262,35.57,0.0,0.0
2022-01-07 17:18:00.007265,172,236,261,35.51,0.0,0.0
2022-01-07 17:18:01.028655,169,234,264,35.41,0.0,0.0
2022-01-07 17:18:02.009831,170,232,261,35.49,0.0,0.0
2022-01-07 17:18:03.008019,172,232,260,35.34,0.0,0.0
2022-01-07 17:18:04.022913,174,235,263,35.56,0.0,0.0
2022-01-07 17:18:05.012143,173,232,264,35.56,0.0,0.0
2022-01-07 17:18:06.002604,170,232,262,35.4,0.0,0.0
2022-01-07 17:18:07.013683,169,229,260,35.43,0.0,0.0
2022-01-07 17:18:08.001373,169,233,268,35.59,0.0,0.0
2022-01-07 17:18:09.014320,172,231,261,35.54,0.0,0.0
2022-01-07 17:18:10.009221,172,232,260,35.48,0.0,0.0
2022-01-07 17:18:11.028280,175,234,263,35.38,0.0,0.0
2022-01-07 17:18:12.013060,173,233,263,35.48,0.0,0.0
2022-01-07 17:18:13.009018,169,233,259,35.59,0.0,0.0
2022-01-07 17:18:14.021858,171,232,262,35.52,0.0,0.0
2022-01-07 17:18:15.016324,171,232,263,35.48,0.0,0.0
2022-01-07 17:18:16.009228,175,232,266,35.57,0.0,0.0
2022-01-07 17:18:17.017744,171,234,267,35.52,0.0,0.0
2022-01-07 17:18:18.009003,171,234,263,35.52,0.0,0.0
2022-01-07 17:18:19.010547,173,233,261,35.48,0.0,0.0
2022-01-07 17:18:20.007402,174,232,263,35.32,0.0,0.0
2022-01-07 17:18:21.014827,168,229,263,35.37,0.0,0.0
2022-01-07 17:18:22.013741,173,232,260,35.46,0.0,0.0
2022-01-07 17:18:23.017002,172,232,263,35.32,0.0,0.0
2022-01-07 17:18:24.028837,172,234,263,35.4,0.0,0.0
2022-01-07 17:18:25.057631,170,234,262,35.43,0.0,0.0
2022-01-07 17:18:26.056448,174,235,260,35.41,0.0,0.0
2022-01-07 17:18:27.007605,173,236,261,35.41,0.0,0.0
2022-01-07 17:18:28.011678,169,232,266,35.45,0.0,0.0
2022-01-07 17:18:29.027395,170,233,261,35.3,0.0,0.0
2022-01-07 17:18:30.013790,170,234,262,35.51,0.0,0.0
2022-01-07 17:18:31.008289,174,233,262,35.52,0.0,0.0
2022-01-07 17:18:32.017304,175,235,262,35.38,0.0,0.0
2022-01-07 17:18:33.012175,174,232,263,35.43,0.0,0.0
2022-01-07 17:18:34.015487,171,228,261,35.4,0.0,0.0
2022-01-07 17:18:35.025157,174,234,264,35.3,0.0,0.0
2022-01-07 17:18:36.006871,171,233,261,35.37,0.0,0.0
2022-01-07 17:18:37.035479,176,230,261,35.41,0.0,0.0
2022-01-07 17:18:38.013378,171,232,262,35.38,0.0,0.0
2022-01-07 17:18:39.025898,174,230,261,35.4,0.0,0.0
2022-01-07 17:18:40.025370,171,232,261,35.43,0.0,0.0
2022-01-07 17:18:41.008873,172,236,264,35.43,0.0,0.0
2022-01-07 17:18:42.016528,171,233,262,35.37,0.0,0.0
2022-01-07 17:18:43.015113,171,232,263,35.32,0.0,0.0
2022-01-07 17:18:44.009472,173,236,262,35.49,0.0,0.0
2022-01-07 17:19:56.013766,171,234,261,35.46,0.0,0.0
2022-01-07 17:19:57.009569,172,233,264,35.59,0.0,0.0
2022-01-07 17:19:58.012733,171,232,259,35.56,0.0,0.0
2022-01-07 17:19:59.011171,169,234,263,35.46,0.0,0.0
2022-01-07 17:20:00.016018,174,233,263,35.37,0.0,0.0
2022-01-07 17:20:01.002820,175,232,262,35.48,0.0,0.0
2022-01-07 17:20:02.009271,170,232,270,35.46,0.0,0.0
2022-01-07 17:20:03.008294,170,234,264,35.43,0.0,0.0
2022-01-07 17:41:52.007607,173,232,262,35.37,0.0,0.0
2022-01-07 17:41:53.008757,171,233,263,35.45,0.0,0.0
2022-01-07 17:41:54.026194,169,236,263,35.4,0.0,0.0
2022-01-07 17:41:55.005512,175,234,264,35.4,0.0,0.0
2022-01-07 17:41:56.026094,170,233,260,35.65,0.0,0.0
2022-01-07 17:41:57.018785,172,232,260,35.49,0.0,0.0
2022-01-07 17:41:58.005401,173,230,262,35.6,0.0,0.0
2022-01-07 17:41:59.026076,172,232,261,35.38,0.0,0.0
2022-01-07 17:42:00.026741,170,233,260,35.51,0.0,0.0
2022-01-07 17:42:01.009178,170,232,257,35.41,0.0,0.0
2022-01-07 17:42:02.008122,172,228,263,35.48,0.0,0.0
2022-01-07 17:42:03.006114,174,228,263,35.41,0.0,0.0
2022-01-07 17:42:04.023196,171,232,262,35.46,0.0,0.0
