time,gaikei_value,naikei_value,okuri_velocity,hiki_velocity,H1PV,H2PV,H3PV,H4-1PV,H4-2PV,H4-3PV,H4-4PV,H5PV,H6PV,H7PV,H1MV,H2MV,H3MV,H4-1MV,H4-2MV,H4-3MV,H4-4MV,H5MV,H6MV,H7MV,roshinkann_PV1,roshinkann_PV2,roshinkann_PV3,roshinkann_PV4,roshinkann_PV5,roshinkann_PV6,roshinkann_PV7,roshinkann_PV8,roshinkann_PV9,roshinkann_PV10
2022-02-14 18:13:14,1.8,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.2,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.9,791.7,841.0,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:13:15,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.2,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.8,791.7,840.9,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:13:16,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.2,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.8,791.7,840.9,894.4,892.4,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:13:17,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.4,898.8,899.5,887.6,822.2,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.8,791.7,841.0,894.4,892.4,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:13:18,1.801,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.2,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.9,791.7,841.0,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:13:19,1.801,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.2,755.5,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.3,30.7,743.9,791.7,841.0,894.4,892.5,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:13:20,1.801,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.4,892.5,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:13:21,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.8
2022-02-14 18:13:22,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:23,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.8,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:24,1.801,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.8,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:25,1.8,0.0,0.0,0.0,742.7,780.6,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:26,1.801,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:27,1.801,0.0,0.0,0.0,742.7,780.7,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.7,841.0,894.5,892.5,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:28,1.8,0.0,0.0,0.0,742.8,780.7,826.9,882.3,898.8,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.7,743.9,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:29,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:30,1.8,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:31,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.6,822.3,755.6,725.2,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:32,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.6,822.4,755.7,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.7,835.7,786.3,745.9
2022-02-14 18:13:33,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.4,755.7,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.7,835.7,786.3,746.0
2022-02-14 18:13:34,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.4,755.7,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,746.0
2022-02-14 18:13:35,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.4,755.7,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,746.0
2022-02-14 18:13:36,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.2,898.9,899.5,887.5,822.4,755.7,725.3,26.8,23.0,22.4,26.7,26.1,26.4,26.0,22.3,23.2,30.6,744.0,791.6,841.2,894.6,892.7,890.4,891.6,835.7,786.3,746.0
