ŽžŠÔ,‰ñ“]‚P,‰ñ“]‚Q,‰ñ“]‚R
2022-01-07 19:02:46.916622,0.0,0.0,0.0
2022-01-07 19:03:08.213827,0.0,0.0,0.0
2022-01-07 19:03:15.390100,0.0,0.0,0.0
2022-01-07 19:03:15.713381,0.0,0.0,0.0
2022-01-07 19:03:17.145734,0.0,0.0,0.0
2022-01-07 19:03:17.421834,0.0,0.0,0.0
2022-01-07 19:03:18.600335,0.0,0.0,0.0
2022-01-07 19:04:42.023110,0.0,0.0,0.0
2022-01-07 19:49:43.766474,0.0,0.0,0.0
